PLAY #;ODK;OFF FORM;Off Str;OFF PLAY;DN;DIST;YARD LN;RESULT;Drive Success;TARGET ROUTE;RECEIVED BY;GN/LS;Thrown By;YAC;QB;C;X/H;Y/CAT;Z;Target;Drop;B;yardline_50;game_id;play_id;drive_id;half;posteam
48;O;;;;2;14;14;Complete, TD;1;;;14;;;;;;;;;;;36;18;48;11;1;TM2
49;O;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;18;49;11;1;TM2
50;D;;;;1;20;-5;;;;;12;;;;;;;;;;;5;18;50;12;1;TM1
51;O;;;;1;20;-5;;1;;;7;;;;;;;;;;;5;18;51;13;2;TM2
52;O;;;;2;13;-12;Incomplete;1;;;0;;;;;;;;;;;12;18;52;13;2;TM2
53;O;;;;3;13;-12;Incomplete;1;;;0;;;;;;;;;;;12;18;53;13;2;TM2
54;O;;;;4;13;-12;;1;;;13;;;;;;;;;;;12;18;54;13;2;TM2
55;O;;;;1;25;25;;1;;;8;;;;;;;;;;;25;18;55;13;2;TM2
56;O;;;;2;17;17;;1;;;8;;;;;;;;;;;33;18;56;13;2;TM2
57;O;;;;3;9;9;;1;;;4;;;;;;;;;;;41;18;57;13;2;TM2
58;O;;;;4;5;5;Complete, TD;1;;;5;;;;;;;;;;;45;18;58;13;2;TM2
59;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;18;59;13;2;TM2
60;D;;;;1;20;-5;;0;;;8;;;;;;;;;;;5;18;60;14;2;TM1
61;D;;;;2;12;-13;Incomplete;0;;;0;;;;;;;;;;;13;18;61;14;2;TM1
62;D;;;;3;12;-13;;0;;;5;;;;;;;;;;;13;18;62;14;2;TM1
63;D;;;;4;7;-18;Incomplete;0;;;0;;;;;;;;;;;18;18;63;14;2;TM1
64;O;;;;1;20;-5;;1;;;11;;;;;;;;;;;5;18;64;15;2;TM2
65;O;;;;2;9;-16;;1;;;12;;;;;;;;;;;16;18;65;15;2;TM2
66;O;;;;1;10;22;Complete, TD;1;;;22;;;;;;;;;;;28;18;66;15;2;TM2
67;O;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;18;67;15;2;TM2
68;D;;;;1;20;-5;;0;;;2;;;;;;;;;;;5;18;68;16;2;TM1
69;D;;;;2;18;-7;;0;;;7;;;;;;;;;;;7;18;69;16;2;TM1
70;D;;;;3;11;-14;;0;;;9;;;;;;;;;;;14;18;70;16;2;TM1
71;D;;;;4;2;-23;Incomplete;0;;;0;;;;;;;;;;;23;18;71;16;2;TM1
72;O;;;;1;20;-5;Incomplete;1;;;0;;;;;;;;;;;5;18;72;17;2;TM2
73;O;;;;2;20;-5;Penalty;1;;;-3;;;;;;;;;;;5;18;73;17;2;TM2
74;O;;;;2;23;-2;Incomplete;1;;;0;;;;;;;;;;;2;18;74;17;2;TM2
75;O;;;;3;23;-2;Complete, TD;1;;;48;;;;;;;;;;;2;18;75;17;2;TM2
76;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;18;76;17;2;TM2
77;D;;;;1;20;-5;Complete, TD;1;;;45;;;;;;;;;;;5;18;77;18;2;TM1
78;D;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;18;78;18;2;TM1
79;O;;;;1;20;-5;;1;;;11;;;;;;;;;;;5;18;79;19;2;TM2
80;O;;;;2;9;-16;;1;;;4;;;;;;;;;;;16;18;80;19;2;TM2
81;O;;;;3;5;-20;;1;;;8;;;;;;;;;;;20;18;81;19;2;TM2
82;O;;;;1;22;22;;1;;;9;;;;;;;;;;;28;18;82;19;2;TM2
83;O;;;;2;13;13;Complete, TD;1;;;13;;;;;;;;;;;37;18;83;19;2;TM2
84;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;18;84;19;2;TM2
85;D;;;;1;20;-5;;;;;8;;;;;;;;;;;5;18;85;20;2;TM1
86;D;;;;2;12;-13;Penalty;;;;10;;;;;;;;;;;13;18;86;20;2;TM1
87;D;;;;1;2;-23;;;;;-3;;;;;;;;;;;23;18;87;20;2;TM1
88;D;;;;2;5;-20;Penalty;;;;-10;;;;;;;;;;;20;18;88;20;2;TM1
89;D;;;;3;15;-10;Incomplete;;;;0;;;;;;;;;;;10;18;89;20;2;TM1
90;D;;;;4;15;-10;;;;;11;;;;;;;;;;;10;18;90;20;2;TM1
1;O;;;;1;20;-5;;0;;;6;;;;;;;;;;;5;19;1;1;1;TM2
2;O;;;;2;14;-11;;0;;;5;;;;;;;;;;;11;19;2;1;1;TM2
3;O;;;;3;9;-16;;0;;;7;;;;;;;;;;;16;19;3;1;1;TM2
4;O;;;;4;2;-23;;0;;;5;;;;;;;;;;;23;19;4;1;1;TM2
5;O;;;;1;22;22;Penalty;0;;;-10;;;;;;;;;;;28;19;5;1;1;TM2
6;O;;;;2;32;32;Interception;0;;;8;;;;;;;;;;;18;19;6;1;1;TM2
7;D;;;;1;1;-24;;1;;;11;;;;;;;;;;;24;19;7;2;1;TM1
8;D;;;;1;15;15;;1;;;12;;;;;;;;;;;35;19;8;2;1;TM1
9;D;;;;2;3;3;Complete, TD;1;;;3;;;;;;;;;;;47;19;9;2;1;TM1
10;D;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;19;10;2;1;TM1
11;O;;;;1;20;-5;;0;;;7;;;;;;;;;;;5;19;11;3;1;TM2
12;O;;;;2;13;-12;Incomplete;0;;;0;;;;;;;;;;;12;19;12;3;1;TM2
13;O;;;;3;13;-12;;0;;;16;;;;;;;;;;;12;19;13;3;1;TM2
14;O;;;;1;22;22;;0;;;7;;;;;;;;;;;28;19;14;3;1;TM2
15;O;;;;2;15;15;Incomplete;0;;;0;;;;;;;;;;;35;19;15;3;1;TM2
16;O;;;;3;15;15;;0;;;0;;;;;;;;;;;35;19;16;3;1;TM2
17;O;;;;4;15;15;Incomplete;0;;;0;;;;;;;;;;;35;19;17;3;1;TM2
18;D;;;;1;20;-5;;1;;;28;;;;;;;;;;;5;19;18;4;1;TM1
19;D;;;;1;17;17;;1;;;7;;;;;;;;;;;33;19;19;4;1;TM1
20;D;;;;2;10;10;;1;;;9;;;;;;;;;;;40;19;20;4;1;TM1
21;D;;;;3;1;1;Complete, TD;1;;;1;;;;;;;;;;;49;19;21;4;1;TM1
22;D;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;19;22;4;1;TM1
23;O;;;;1;20;-5;;1;;;10;;;;;;;;;;;5;19;23;5;1;TM2
24;O;;;;2;10;-15;;1;;;11;;;;;;;;;;;15;19;24;5;1;TM2
25;O;;;;1;24;24;;1;;;7;;;;;;;;;;;26;19;25;5;1;TM2
26;O;;;;2;17;17;;1;;;6;;;;;;;;;;;33;19;26;5;1;TM2
27;O;;;;3;11;11;;1;;;5;;;;;;;;;;;39;19;27;5;1;TM2
28;O;;;;1;6;6;Complete, TD;1;;;6;;;;;;;;;;;44;19;28;5;1;TM2
29;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;19;29;5;1;TM2
30;D;;;;1;20;-5;;0;;;9;;;;;;;;;;;5;19;30;6;1;TM1
31;D;;;;2;11;-14;;0;;;13;;;;;;;;;;;14;19;31;6;1;TM1
32;D;;;;1;23;23;Incomplete;0;;;0;;;;;;;;;;;27;19;32;6;1;TM1
33;D;;;;2;23;23;;0;;;8;;;;;;;;;;;27;19;33;6;1;TM1
34;D;;;;3;15;15;;0;;;5;;;;;;;;;;;35;19;34;6;1;TM1
35;D;;;;4;10;10;Sack;0;;;-8;;;;;;;;;;;40;19;35;6;1;TM1
36;O;;;;1;20;-5;;;;;7;;;;;;;;;;;5;19;36;7;1;TM2
37;O;;;;2;13;-12;Incomplete;;;;0;;;;;;;;;;;12;19;37;7;1;TM2
38;O;;;;3;13;-12;;;;;14;;;;;;;;;;;12;19;38;7;1;TM2
39;O;;;;1;24;24;;;;;8;;;;;;;;;;;26;19;39;7;1;TM2
40;D;;;;1;20;-5;;1;;;43;;;;;;;;;;;5;19;40;8;2;TM1
41;D;;;;1;2;2;Complete, TD;1;;;2;;;;;;;;;;;48;19;41;8;2;TM1
42;D;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;19;42;8;2;TM1
43;O;;;;1;20;-5;;1;;;6;;;;;;;;;;;5;19;43;9;2;TM2
44;O;;;;2;14;-11;;1;;;8;;;;;;;;;;;11;19;44;9;2;TM2
45;O;;;;3;6;-19;;1;;;12;;;;;;;;;;;19;19;45;9;2;TM2
46;O;;;;1;19;19;Incomplete;1;;;0;;;;;;;;;;;31;19;46;9;2;TM2
47;O;;;;2;19;19;;1;;;6;;;;;;;;;;;31;19;47;9;2;TM2
48;O;;;;3;13;13;;1;;;5;;;;;;;;;;;37;19;48;9;2;TM2
49;O;;;;4;8;8;Complete, TD;1;;;8;;;;;;;;;;;42;19;49;9;2;TM2
50;O;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;19;50;9;2;TM2
51;D;;;;1;20;-5;;1;;;0;;;;;;;;;;;5;19;51;10;2;TM1
52;D;;;;2;20;-5;Penalty;;;;15;;;;;;;;;;;5;19;52;10;2;TM1
53;D;;;;2;5;-20;;1;;;20;;;;;;;;;;;20;19;53;10;2;TM1
54;D;;;;1;10;10;;1;;;7;;;;;;;;;;;40;19;54;10;2;TM1
55;D;;;;2;3;3;Complete, TD;1;;;3;;;;;;;;;;;47;19;55;10;2;TM1
56;D;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;19;56;10;2;TM1
57;O;;;;1;20;-5;;0;;;15;;;;;;;;;;;5;19;57;11;2;TM2
58;O;;;;2;5;-20;Incomplete;0;;;0;;;;;;;;;;;20;19;58;11;2;TM2
59;O;;;;3;5;-20;Incomplete;0;;;0;;;;;;;;;;;20;19;59;11;2;TM2
60;O;;;;4;5;-20;;0;;;9;;;;;;;;;;;20;19;60;11;2;TM2
61;O;;;;1;21;21;Incomplete;0;;;0;;;;;;;;;;;29;19;61;11;2;TM2
62;O;;;;2;21;21;;0;;;8;;;;;;;;;;;29;19;62;11;2;TM2
63;O;;;;3;13;13;;0;;;11;;;;;;;;;;;37;19;63;11;2;TM2
64;O;;;;4;2;2;Incomplete;0;;;0;;;;;;;;;;;48;19;64;11;2;TM2
65;D;;;;1;20;-5;Incomplete;;;;0;;;;;;;;;;;5;19;65;12;2;TM1
66;D;;;;2;20;-5;;;;;5;;;;;;;;;;;5;19;66;12;2;TM1
67;D;;;;3;15;-10;;;;;10;;;;;;;;;;;10;19;67;12;2;TM1
68;D;;;;4;5;-20;;;;;9;;;;;;;;;;;20;19;68;12;2;TM1
69;D;;;;1;21;21;;;;;2;;;;;;;;;;;29;19;69;12;2;TM1
70;D;;;;2;19;19;;;;;2;;;;;;;;;;;31;19;70;12;2;TM1
71;D;;;;3;17;17;;;;;-1;;;;;;;;;;;33;19;71;12;2;TM1
72;D;;;;4;18;18;;;;;-25;;;;;;;;;;;32;19;72;12;2;TM1
73;O;;;;1;20;-5;;;;;9;;;;;;;;;;;5;19;73;13;2;TM2
74;O;;;;2;11;-14;;;;;7;;;;;;;;;;;14;19;74;13;2;TM2
75;O;;;;3;4;-21;;;;;6;;;;;;;;;;;21;19;75;13;2;TM2
76;O;;;;1;23;23;;;;;6;;;;;;;;;;;27;19;76;13;2;TM2
77;O;;;;2;17;17;;;;;6;;;;;;;;;;;33;19;77;13;2;TM2
78;O;;;;3;11;11;Incomplete;;;;0;;;;;;;;;;;39;19;78;13;2;TM2
1;O;;;;1;20;-5;;1;;;15;;;;;;;;;;;5;20;1;1;1;TM2
2;O;;;;2;5;-20;;1;;;10;;;;;;;;;;;20;20;2;1;1;TM2
3;O;;;;1;20;20;;1;;;13;;;;;;;;;;;30;20;3;1;1;TM2
4;O;;;;1;7;7;Complete, TD;1;;;7;;;;;;;;;;;43;20;4;1;1;TM2
5;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;20;5;1;1;TM2
6;D;;;;1;20;-5;;1;;;4;;;;;;;;;;;5;20;6;2;1;TM1
7;D;;;;2;16;-9;;1;;;4;;;;;;;;;;;9;20;7;2;1;TM1
8;D;;;;3;12;-13;;1;;;14;;;;;;;;;;;13;20;8;2;1;TM1
9;D;;;;1;23;23;Incomplete;1;;;0;;;;;;;;;;;27;20;9;2;1;TM1
10;D;;;;2;23;23;;1;;;5;;;;;;;;;;;27;20;10;2;1;TM1
11;D;;;;3;18;18;Incomplete;1;;;0;;;;;;;;;;;32;20;11;2;1;TM1
12;D;;;;4;18;18;Complete, TD;1;;;18;;;;;;;;;;;32;20;12;2;1;TM1
13;D;;;;0;10;5;Good;1;;;;;;;;;;;;;;45;20;13;2;1;TM1
14;O;;;;1;20;-5;Incomplete;1;;;0;;;;;;;;;;;5;20;14;3;1;TM2
15;O;;;;2;20;-5;;1;;;14;;;;;;;;;;;5;20;15;3;1;TM2
16;O;;;;3;10;-19;;1;;;9;;;;;;;;;;;19;20;16;3;1;TM2
17;O;;;;1;22;22;;1;;;17;;;;;;;;;;;28;20;17;3;1;TM2
18;O;;;;1;5;5;Complete, TD;1;;;5;;;;;;;;;;;45;20;18;3;1;TM2
19;O;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;20;19;3;1;TM2
20;D;;;;1;20;-5;;1;;;6;;;;;;;;;;;5;20;20;4;1;TM1
21;D;;;;2;14;-11;;1;;;15;;;;;;;;;;;11;20;21;4;1;TM1
22;D;;;;1;24;24;Sack;1;;;-7;;;;;;;;;;;26;20;22;4;1;TM1
23;D;;;;2;31;31;;1;;;15;;;;;;;;;;;19;20;23;4;1;TM1
24;D;;;;3;16;16;;1;;;12;;;;;;;;;;;34;20;24;4;1;TM1
25;D;;;;4;4;4;Complete, TD;1;;;4;;;;;;;;;;;46;20;25;4;1;TM1
26;D;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;20;26;4;1;TM1
27;O;;;;1;20;-5;;0;;;7;;;;;;;;;;;5;20;27;5;1;TM2
28;O;;;;2;13;-12;;0;;;8;;;;;;;;;;;12;20;28;5;1;TM2
29;O;;;;3;5;-20;Incomplete;0;;;0;;;;;;;;;;;20;20;29;5;1;TM2
30;O;;;;4;5;-20;;0;;;;;;;;;;;;;;20;20;30;5;1;TM2
31;D;;;;1;20;-5;Penalty;1;;;-3;;;;;;;;;;;5;20;31;6;1;TM1
32;D;;;;2;23;-2;;1;;;10;;;;;;;;;;;2;20;32;6;1;TM1
33;D;;;;3;13;-12;;1;;;12;;;;;;;;;;;12;20;33;6;1;TM1
34;D;;;;4;1;-24;;1;;;;;;;;;;;;;;24;20;34;6;1;TM1
35;O;;;;1;20;-5;Complete, TD;1;;;45;;;;;;;;;;;5;20;35;7;1;TM2
36;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;20;36;7;1;TM2
37;D;;;;1;20;-5;;1;;;5;;;;;;;;;;;5;20;37;8;1;TM1
38;D;;;;2;15;-10;;1;;;7;;;;;;;;;;;10;20;38;8;1;TM1
39;D;;;;3;8;-17;;1;;;12;;;;;;;;;;;17;20;39;8;1;TM1
40;D;;;;1;21;21;Incomplete;1;;;0;;;;;;;;;;;29;20;40;8;1;TM1
new;;;;;2;21;21;Penalty;;;;-5;;;;;;;;;;;29;20;41;8;1;TM1
41;D;;;;2;26;26;;1;;;7;;;;;;;;;;;24;20;42;8;1;TM1
42;D;;;;3;19;19;Complete, TD;1;;;19;;;;;;;;;;;31;20;43;8;1;TM1
43;D;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;20;44;8;1;TM1
44;O;;;;1;20;-5;;;;;6;;;;;;;;;;;5;20;45;9;1;TM2
45;O;;;;2;14;-11;;;;;15;;;;;;;;;;;11;20;46;9;1;TM2
46;O;;;;1;24;24;;;;;13;;;;;;;;;;;26;20;47;9;1;TM2
47;O;;;;2;11;11;;;;;9;;;;;;;;;;;39;20;48;9;1;TM2
48;O;;;;3;2;2;Incomplete;;;;0;;;;;;;;;;;48;20;49;9;1;TM2
49;D;;;;1;20;-5;;0;;;8;;;;;;;;;;;5;20;50;10;2;TM1
50;D;;;;2;12;-13;;0;;;7;;;;;;;;;;;13;20;51;10;2;TM1
51;D;;;;3;5;-20;;0;;;11;;;;;;;;;;;20;20;52;10;2;TM1
52;D;;;;1;19;19;Sack;0;;;-7;;;;;;;;;;;31;20;53;10;2;TM1
53;D;;;;2;26;-24;Penalty;0;;;5;;;;;;;;;;;24;20;54;10;2;TM1
54;D;;;;2;21;21;Incomplete;0;;;0;;;;;;;;;;;29;20;55;10;2;TM1
55;D;;;;3;21;21;;0;;;14;;;;;;;;;;;29;20;56;10;2;TM1
56;D;;;;4;7;7;Sack;0;;;-11;;;;;;;;;;;43;20;57;10;2;TM1
57;O;;;;1;20;-5;;1;;;16;;;;;;;;;;;5;20;58;11;2;TM2
58;O;;;;2;4;-21;;1;;;17;;;;;;;;;;;21;20;59;11;2;TM2
59;O;;;;1;12;12;;1;;;9;;;;;;;;;;;38;20;60;11;2;TM2
60;O;;;;2;3;3;Complete, TD;1;;;3;;;;;;;;;;;47;20;61;11;2;TM2
61;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;20;62;11;2;TM2
62;D;;;;1;20;-5;;0;;;6;;;;;;;;;;;5;20;63;12;2;TM1
63;D;;;;2;14;-11;;0;;;5;;;;;;;;;;;11;20;64;12;2;TM1
64;D;;;;3;9;-16;;0;;;6;;;;;;;;;;;16;20;65;12;2;TM1
65;D;;;;4;3;-22;;0;;;4;;;;;;;;;;;22;20;66;12;2;TM1
66;D;;;;1;24;24;Incomplete;0;;;0;;;;;;;;;;;26;20;67;12;2;TM1
67;D;;;;2;24;24;;0;;;7;;;;;;;;;;;26;20;68;12;2;TM1
68;D;;;;3;17;17;Incomplete;0;;;0;;;;;;;;;;;33;20;69;12;2;TM1
69;D;;;;4;17;17;Penalty;0;;;-5;;;;;;;;;;;33;20;70;12;2;TM1
70;O;;;;1;20;-5;;0;;;4;;;;;;;;;;;5;20;71;13;2;TM2
71;O;;;;2;16;-9;;0;;;6;;;;;;;;;;;9;20;72;13;2;TM2
72;O;;;;3;10;-15;Sack;0;;;-6;;;;;;;;;;;15;20;73;13;2;TM2
73;O;;;;4;16;-9;Incomplete;0;;;0;;;;;;;;;;;9;20;74;13;2;TM2
74;D;;;;1;20;-5;;0;;;3;;;;;;;;;;;5;20;75;14;2;TM1
75;D;;;;2;17;-8;Incomplete;0;;;0;;;;;;;;;;;8;20;76;14;2;TM1
76;D;;;;3;17;-8;;0;;;14;;;;;;;;;;;8;20;77;14;2;TM1
77;D;;;;4;3;-22;Penalty;0;;;-5;;;;;;;;;;;22;20;78;14;2;TM1
78;D;;;;4;8;-17;Incomplete;0;;;0;;;;;;;;;;;17;20;79;14;2;TM1
79;O;;;;1;20;-5;;1;;;7;;;;;;;;;;;5;20;80;15;2;TM2
80;O;;;;2;13;-12;Sack;1;;;-4;;;;;;;;;;;12;20;81;15;2;TM2
81;O;;;;3;17;-8;;1;;;30;;;;;;;;;;;8;20;82;15;2;TM2
82;O;;;;1;12;12;;1;;;2;;;;;;;;;;;38;20;83;15;2;TM2
83;O;;;;2;10;10;Complete, TD;1;;;10;;;;;;;;;;;40;20;84;15;2;TM2
84;O;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;20;85;15;2;TM2
85;D;;;;1;20;-5;;;;;7;;;;;;;;;;;5;20;86;16;2;TM1
86;D;;;;2;13;-12;Incomplete;;;;0;;;;;;;;;;;12;20;87;16;2;TM1
87;D;;;;3;13;-12;Incomplete;;;;0;;;;;;;;;;;12;20;88;16;2;TM1
88;D;;;;4;13;-12;;;;;11;;;;;;;;;;;12;20;89;16;2;TM1
1;D;;;;1;20;-5;Incomplete;1;;;0;;;;;;;;;;;5;21;1;1;1;TM1
2;D;;;;2;20;-5;Complete;1;;;7;;;;;;;;;;;5;21;2;1;1;TM1
3;D;;;;3;13;-12;Incomplete;1;;;0;;;;;;;;;;;12;21;3;1;1;TM1
4;D;;;;4;13;-12;Complete;1;;;19;;;;;;;;;;;12;21;4;1;1;TM1
5;D;;;;1;19;19;Complete;1;;;7;;;;;;;;;;;31;21;5;1;1;TM1
6;D;;;;2;12;12;Incomplete;1;;;0;;;;;;;;;;;38;21;6;1;1;TM1
7;D;;;;3;12;12;Incomplete;1;;;0;;;;;;;;;;;38;21;7;1;1;TM1
8;D;;;;4;12;12;Complete, TD;1;;;12;;;;;;;;;;;38;21;8;1;1;TM1
9;D;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;9;1;1;TM1
10;O;;;;1;20;-5;Complete;1;;;5;;;;;;;;;;;5;21;10;2;1;TM2
11;O;;;;2;15;-10;Incomplete;1;;;0;;;;;;;;;;;10;21;11;2;1;TM2
12;O;;;;3;15;-10;Complete;1;;;10;;;;;;;;;;;10;21;12;2;1;TM2
13;O;;;;4;5;-20;Complete;1;;;8;;;;;;;;;;;20;21;13;2;1;TM2
14;O;;;;1;22;22;Complete;1;;;19;;;;;;;;;;;28;21;14;2;1;TM2
15;O;;;;2;3;3;Complete, TD;1;;;3;;;;;;;;;;;47;21;15;2;1;TM2
16;O;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;16;2;1;TM2
17;D;;;;1;20;-5;Complete;1;;;10;;;;;;;;;;;5;21;17;3;1;TM1
18;D;;;;2;10;-15;Complete;1;;;9;;;;;;;;;;;15;21;18;3;1;TM1
19;D;;;;3;1;-24;Complete;1;;;15;;;;;;;;;;;24;21;19;3;1;TM1
20;D;;;;1;11;11;Rush, TD;1;;;11;;;;;;;;;;;39;21;20;3;1;TM1
21;D;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;21;3;1;TM1
22;O;;;;1;20;-5;Incomplete;0;;;0;;;;;;;;;;;5;21;22;4;1;TM2
23;O;;;;2;20;-5;Complete;0;;;29;;;;;;;;;;;5;21;23;4;1;TM2
24;O;;;;1;16;16;Interception, Def TD;0;;;;;;;;;;;;;;34;21;24;4;1;TM2
25;D;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;25;4;1;TM1
26;O;;;;1;20;-5;Complete;0;;;7;;;;;;;;;;;5;21;26;5;1;TM2
27;O;;;;2;13;-12;Incomplete;0;;;0;;;;;;;;;;;12;21;27;5;1;TM2
28;O;;;;3;13;-12;Incomplete;0;;;0;;;;;;;;;;;12;21;28;5;1;TM2
29;O;;;;4;13;-12;Incomplete;0;;;0;;;;;;;;;;;12;21;29;5;1;TM2
30;D;;;;1;20;-5;Complete;1;;;9;;;;;;;;;;;5;21;30;6;1;TM1
31;D;;;;2;11;-14;Complete;1;;;8;;;;;;;;;;;14;21;31;6;1;TM1
32;D;;;;3;3;-22;Complete;1;;;8;;;;;;;;;;;22;21;32;6;1;TM1
33;D;;;;1;20;20;Complete;1;;;7;;;;;;;;;;;30;21;33;6;1;TM1
34;D;;;;2;13;13;Incomplete;1;;;0;;;;;;;;;;;37;21;34;6;1;TM1
35;D;;;;3;13;13;Complete, TD;1;;;13;;;;;;;;;;;37;21;35;6;1;TM1
36;D;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;36;6;1;TM1
37;O;;;;1;20;-5;Rush;;;;13;;;;;;;;;;;5;21;37;7;1;TM2
38;O;;;;2;7;-18;Incomplete;;;;0;;;;;;;;;;;18;21;38;7;1;TM2
39;O;;;;3;7;-18;Complete;;;;15;;;;;;;;;;;18;21;39;7;1;TM2
40;O;;;;1;17;17;Interception;;;;;;;;;;;;;;;33;21;40;7;1;TM2
41;O;;;;1;20;-5;Incomplete;0;;;0;;;;;;;;;;;5;21;41;8;2;TM2
42;O;;;;2;20;-5;Complete;0;;;10;;;;;;;;;;;5;21;42;8;2;TM2
43;O;;;;3;10;-15;Incomplete;0;;;0;;;;;;;;;;;15;21;43;8;2;TM2
44;O;;;;4;10;-15;Incomplete;0;;;0;;;;;;;;;;;15;21;44;8;2;TM2
45;D;;;;1;20;-5;Complete;1;;;5;;;;;;;;;;;5;21;45;9;2;TM1
46;D;;;;2;15;-10;Complete;1;;;4;;;;;;;;;;;10;21;46;9;2;TM1
47;D;;;;3;11;-14;Complete;1;;;6;;;;;;;;;;;14;21;47;9;2;TM1
48;D;;;;4;5;-20;Complete;1;;;15;;;;;;;;;;;20;21;48;9;2;TM1
49;D;;;;1;15;15;Penalty;1;;;5;;;;;;;;;;;35;21;49;9;2;TM1
50;D;;;;1;10;10;Complete, TD;1;;;10;;;;;;;;;;;40;21;50;9;2;TM1
51;D;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;51;9;2;TM1
52;O;;;;1;20;-5;Complete;1;;;12;;;;;;;;;;;5;21;52;10;2;TM2
53;O;;;;2;8;-17;Incomplete;1;;;0;;;;;;;;;;;17;21;53;10;2;TM2
54;O;;;;3;8;-17;Penalty;1;;;-7;;;;;;;;;;;17;21;54;10;2;TM2
55;O;;;;4;15;-10;Complete, TD;1;;;40;;;;;;;;;;;10;21;55;10;2;TM2
56;O;;;;0;5;5;Good;1;;;5;;;;;;;;;;;45;21;56;10;2;TM2
57;D;;;;1;20;-5;Complete;0;;;5;;;;;;;;;;;5;21;57;11;2;TM1
58;D;;;;2;15;-10;Incomplete;0;;;0;;;;;;;;;;;10;21;58;11;2;TM1
59;D;;;;3;15;-10;Complete;0;;;7;;;;;;;;;;;10;21;59;11;2;TM1
60;D;;;;4;8;-17;Rush;0;;;11;;;;;;;;;;;17;21;60;11;2;TM1
61;D;;;;1;22;22;Incomplete;0;;;0;;;;;;;;;;;28;21;61;11;2;TM1
62;D;;;;2;22;22;Complete;0;;;8;;;;;;;;;;;28;21;62;11;2;TM1
63;D;;;;3;14;14;Incomplete;0;;;0;;;;;;;;;;;36;21;63;11;2;TM1
64;D;;;;4;14;14;Sack;0;;;-4;;;;;;;;;;;36;21;64;11;2;TM1
65;O;;;;1;20;-5;Incomplete;;;;0;;;;;;;;;;;5;21;65;12;2;TM2
66;O;;;;2;20;-5;Incomplete;;;;0;;;;;;;;;;;5;21;66;12;2;TM2
67;O;;;;3;20;-5;Penalty;;;;9;;;;;;;;;;;5;21;67;12;2;TM2
68;O;;;;1;11;-14;Rush;;;;8;;;;;;;;;;;14;21;68;12;2;TM2
69;O;;;;2;3;-22;Complete;;;;7;;;;;;;;;;;22;21;69;12;2;TM2
70;O;;;;1;21;21;Incomplete;;;;0;;;;;;;;;;;29;21;70;12;2;TM2
71;O;;;;2;21;21;Incomplete;;;;0;;;;;;;;;;;29;21;71;12;2;TM2
72;O;;;;3;21;21;Incomplete;;;;0;;;;;;;;;;;29;21;72;12;2;TM2
73;D;;;;4;21;21;Incomplete;;;;;;;;;;;;;;;29;21;73;13;2;TM1
1;O;NUB;DROP;Dagger Weak;1;20;-5;Complete;1;DIG;RIESS;16;8;STEVENS;RIESS;;;;;;;;5;22;1;1;1;GER
2;O;NUB;DROP;Mills Weak;2;4;-21;Incomplete;1;CORNER;;0;;STEVENS;PIETRYGA;;;;;;;;21;22;2;1;1;GER
3;O;DOG;ROLEX;Sail Weak;3;4;-21;Incomplete;1;BENDER;;0;;REBAR;RIESS;;;;;;;;21;22;3;1;1;GER
4;O;SLOT;;STICK;4;4;-21;Complete;1;OUT;REBAR;6;1;STEVENS;REBAR;;;;;;;;21;22;4;1;1;GER
5;O;DOG;DROP;Dagger;1;23;23;Complete;1;DIG;DE GAVARELLI;7;1;STEVENS;DE GAVARELLI;;;;;;;;27;22;5;1;1;GER
6;O;DOG;DROP;Sail Weak;2;16;16;Incomplete;1;SAIL;;0;;STEVENS;PIETRYGA;;;;;;;;34;22;6;1;1;GER
7;O;;;;3;16;16;Penalty;1;;;-5;;;;;;;;;;;34;22;7;1;1;GER
8;O;DOG;Snake Rolex;Sail Weak;4;21;21;Complete, TD;1;SKIP;RIESS;21;0;REBAR;RIESS;;;;;;;;29;22;8;1;1;GER
